Country Name,Country Code,Año,Crecimiento del PIB per cápita (% anual)
Austria,AUT,1962.0,2.021469666776369
Burundi,BDI,1962.0,6.365246139722842
Bélgica,BEL,1962.0,4.794034517664542
Benin,BEN,1962.0,-4.99367661686
Burkina Faso,BFA,1962.0,4.584353888556137
Bangladesh,BGD,1962.0,2.338669315936386
Bahamas,BHS,1962.0,5.127225788956835
Belice,BLZ,1962.0,2.241655824706527
Bermudas,BMU,1962.0,2.0039699560021376
Bolivia,BOL,1962.0,3.409601073787627
Brasil,BRA,1962.0,3.4827290759552767
Botswana,BWA,1962.0,4.275542293157031
República Centroafricana,CAF,1962.0,-5.489663792680105
Canadá,CAN,1962.0,5.445858236474791
Chile,CHL,1962.0,1.911060869379483
China,CHN,1962.0,-6.351504864338409
Côte d'Ivoire,CIV,1962.0,-2.569403580096676
Camerún,CMR,1962.0,1.0310616056527238
"Congo, República Democrática del",COD,1962.0,18.09045340977721
"Congo, República del",COG,1962.0,2.467431606353216
Colombia,COL,1962.0,2.198191741453442
Costa Rica,CRI,1962.0,1.7334936217276748
Estados pequeos del Caribe,CSS,1962.0,2.7317817684464387
Dinamarca,DNK,1962.0,4.847446966062279
República Dominicana,DOM,1962.0,13.299344110548091
Argelia,DZA,1962.0,-20.910073610124797
Asia oriental y el Pacífico (excluido altos ingresos),EAP,1962.0,-1.9554411859143954
inicial del dividendo demográfico,EAR,1962.0,0.8583302960885675
Asia oriental y el Pacífico,EAS,1962.0,4.058526532941585
Ecuador,ECU,1962.0,1.9388010504772524
"Egipto, República Árabe de",EGY,1962.0,1.187452036764654
España,ESP,1962.0,8.946470289787186
Finlandia,FIN,1962.0,2.284048566637537
Fiji,FJI,1962.0,0.417942568727085
Francia,FRA,1962.0,5.682369055594222
Gabón,GAB,1962.0,6.136123756356753
Reino Unido,GBR,1962.0,0.24851886345066987
Ghana,GHA,1962.0,1.6475087729434676
Grecia,GRC,1962.0,-0.23136232861109818
Guatemala,GTM,1962.0,0.540717685595709
Guyana,GUY,1962.0,-1.6091119090289254
Ingreso alto,HIC,1962.0,4.340434588870863
"Hong Kong, Región Administrativa Especial",HKG,1962.0,9.550414174514302
Honduras,HND,1962.0,2.743602371219893
Países pobres muy endeudados (PPME),HPC,1962.0,4.818212201263947
Haití,HTI,1962.0,5.900869241780526
Sólo BIRF,IBD,1962.0,1.242452549148524
BIRF y la AIF,IBT,1962.0,1.5459044967894897
total de la AIF,IDA,1962.0,3.311207106079465
mezcla de la AIF,IDB,1962.0,1.8307733168343674
Indonesia,IDN,1962.0,-0.9167269479322044
Sólo AIF,IDX,1962.0,4.546691037032957
India,IND,1962.0,0.5789720210138967
"Irán, República Islámica del",IRN,1962.0,4.9427697112912625
Islandia,ISL,1962.0,6.324752321484482
Israel,ISR,1962.0,4.967778451582944
Italia,ITA,1962.0,5.487477769839316
Japón,JPN,1962.0,7.901714420689743
Kenya,KEN,1962.0,5.3203318896759555
"Corea, República de",KOR,1962.0,0.9666423744575354
América Latina y el Caribe (excluido altos ingresos),LAC,1962.0,1.4532632880659833
América Latina y el Caribe,LCN,1962.0,1.443906131221965
Sri Lanka,LKA,1962.0,1.348942440143034
Países de ingreso mediano bajo,LMC,1962.0,0.7980409337356775
Ingreso mediano y bajo,LMY,1962.0,1.569948860659622
Lesotho,LSO,1962.0,11.835766206316592
avanzada del dividendo demográfico,LTE,1962.0,1.6725942046500393
Luxemburgo,LUX,1962.0,0.12467724599144958
Madagascar,MDG,1962.0,-0.3488728302881441
México,MEX,1962.0,1.2986462277168727
 Ingreso mediano,MIC,1962.0,1.2949608472852674
Myanmar,MMR,1962.0,0.04584678747450255
Mauritania,MRT,1962.0,-2.0333346629625026
Malawi,MWI,1962.0,-1.7419069598737877
Malasia,MYS,1962.0,3.2324071753346146
América del Norte,NAC,1962.0,4.449210068058591
Níger,NER,1962.0,7.053380250965773
Nigeria,NGA,1962.0,1.9544510766535694
Nicaragua,NIC,1962.0,7.577052115360132
Países Bajos,NLD,1962.0,5.3323368741413475
Noruega,NOR,1962.0,1.9912455187944147
Nepal,NPL,1962.0,-0.07156164207806626
Miembros OCDE,OED,1962.0,4.173241261748828
Pakistán,PAK,1962.0,2.0944969446705812
Panamá,PAN,1962.0,5.03645384368221
Perú,PER,1962.0,6.833795827216662
Filipinas,PHL,1962.0,1.916292193975707
Papua Nueva Guinea,PNG,1962.0,3.9790294374339084
previa al dividendo demográfico,PRE,1962.0,3.670104043512339
Puerto Rico,PRI,1962.0,6.0863985189987915
Portugal,PRT,1962.0,5.847863243364998
Paraguay,PRY,1962.0,0.7990888767975406
posterior al dividendo demográfico,PST,1962.0,4.405843164857728
Rwanda,RWA,1962.0,8.642565809127163
Asia meridional,SAS,1962.0,0.9811804629292737
Sudán,SDN,1962.0,4.140632683875083
Senegal,SEN,1962.0,-2.9169469102318715
Singapur,SGP,1962.0,4.616034380597412
Sierra Leona,SLE,1962.0,2.7050070041678964
Somalia,SOM,1962.0,4.3432637724635725
África al sur del Sahara (excluido altos ingresos),SSA,1962.0,3.478222672657054
África al sur del Sahara,SSF,1962.0,3.4794872809067385
Suriname,SUR,1962.0,0.17995393613767874
Suecia,SWE,1962.0,3.685605012984624
Seychelles,SYC,1962.0,5.570492760609241
República Árabe Siria,SYR,1962.0,20.871865494416156
Chad,TCD,1962.0,3.3325583054227224
Asia oriental y el Pacífico (BIRF y la AIF),TEA,1962.0,-1.9438346144082033
Togo,TGO,1962.0,2.0680679046384682
Tailandia,THA,1962.0,4.346874725841744
América Latina y el Caribe (BIRF y la AIF),TLA,1962.0,1.2966637027615633
Asia meridional (BIRF y la AIF),TSA,1962.0,0.9811804629292737
África al sur del Sahara (BIRF y la AIF),TSS,1962.0,3.479487280906696
Trinidad y Tobago,TTO,1962.0,0.8204104626595523
Turquía,TUR,1962.0,2.7401389057927474
Ingreso mediano alto,UMC,1962.0,1.6771038360636084
Uruguay,URY,1962.0,-2.762439149390886
Estados Unidos,USA,1962.0,4.480669354233584
San Vicente y las Granadinas,VCT,1962.0,1.8899628533112178
Venezuela,VEN,1962.0,4.801439327257029
Mundo,WLD,1962.0,3.4816782037443943
Sudáfrica,ZAF,1962.0,3.0618994769580326
Zambia,ZMB,1962.0,-5.5414894436301125
Zimbabwe,ZWE,1962.0,-1.6669891902902094
,AFE,1963.0,2.3307960687569675
,AFW,1963.0,4.9787099835100435
Argentina,ARG,1963.0,-6.831393314861373
Australia,AUS,1963.0,4.198486306534448
Austria,AUT,1963.0,3.4714661593240805
Burundi,BDI,1963.0,1.9900958060750327
Bélgica,BEL,1963.0,3.574353540799919
Benin,BEN,1963.0,2.9522929905285906
Burkina Faso,BFA,1963.0,-2.733075015993677
Bangladesh,BGD,1963.0,-3.4054139172675804
Bahamas,BHS,1963.0,5.246125138636046
Belice,BLZ,1963.0,2.1175931332626305
Bermudas,BMU,1963.0,-1.2607547166222872
Bolivia,BOL,1963.0,4.5892856984935975
Brasil,BRA,1963.0,-2.3158716622814524
Botswana,BWA,1963.0,3.4877438644961103
República Centroafricana,CAF,1963.0,-2.591561405209802
Canadá,CAN,1963.0,3.4052129167442757
Chile,CHL,1963.0,3.7628821010602422
China,CHN,1963.0,7.622254461013412
Côte d'Ivoire,CIV,1963.0,10.133640746826671
Camerún,CMR,1963.0,1.3786967609476903
"Congo, República Democrática del",COD,1963.0,2.462864486658887
"Congo, República del",COG,1963.0,-6.570264518730269
Colombia,COL,1963.0,0.16803033117565747
Costa Rica,CRI,1963.0,3.2175672328137637
Estados pequeos del Caribe,CSS,1963.0,1.950005806103377
Dinamarca,DNK,1963.0,-0.1526100554158205
República Dominicana,DOM,1963.0,3.144945525096034
Argelia,DZA,1963.0,32.16830238443836
Asia oriental y el Pacífico (excluido altos ingresos),EAP,1963.0,3.729442618400199
inicial del dividendo demográfico,EAR,1963.0,2.091068827932091
Asia oriental y el Pacífico,EAS,1963.0,5.2427386859574625
Ecuador,ECU,1963.0,-0.8123942643828315
"Egipto, República Árabe de",EGY,1963.0,7.642658440076616
España,ESP,1963.0,8.639492988972535
Finlandia,FIN,1963.0,2.5574723643869106
Fiji,FJI,1963.0,3.059947612564656
Francia,FRA,1963.0,5.10907190628123
Gabón,GAB,1963.0,4.73030428606333
Reino Unido,GBR,1963.0,4.092468739510608
Ghana,GHA,1963.0,1.927484005702567
Grecia,GRC,1963.0,11.430812325359426
Guatemala,GTM,1963.0,6.386339304309104
Guyana,GUY,1963.0,-14.521497571291121
Ingreso alto,HIC,1963.0,4.002760785888881
"Hong Kong, Región Administrativa Especial",HKG,1963.0,11.848168647243583
Honduras,HND,1963.0,0.6181480697577229
Países pobres muy endeudados (PPME),HPC,1963.0,0.246795726922187
Haití,HTI,1963.0,-3.6243398050353477
Sólo BIRF,IBD,1963.0,2.1784916335955558
BIRF y la AIF,IBT,1963.0,2.1435413827197465
total de la AIF,IDA,1963.0,1.976841550548869
mezcla de la AIF,IDB,1963.0,5.275311914592251
Indonesia,IDN,1963.0,-4.903168689950888
Sólo AIF,IDX,1963.0,-0.6603127659306409
India,IND,1963.0,3.5749010464338937
"Irán, República Islámica del",IRN,1963.0,4.032060004496401
Islandia,ISL,1963.0,8.337935834265181
Israel,ISR,1963.0,6.694102501892402
Italia,ITA,1963.0,4.842052489275233
Japón,JPN,1963.0,7.379857062833949
Kenya,KEN,1963.0,4.605635504395053
"Corea, República de",KOR,1963.0,6.026425874279525
América Latina y el Caribe (excluido altos ingresos),LAC,1963.0,-1.1617143248145823
América Latina y el Caribe,LCN,1963.0,-0.7769114802555492
Sri Lanka,LKA,1963.0,0.07541945343632506
Países de ingreso mediano bajo,LMC,1963.0,4.866950910406118
Ingreso mediano y bajo,LMY,1963.0,2.1448605874194726
Lesotho,LSO,1963.0,7.271619598466444
avanzada del dividendo demográfico,LTE,1963.0,1.854832995231277
Luxemburgo,LUX,1963.0,2.369929232732119
Madagascar,MDG,1963.0,-3.478943274408053
México,MEX,1963.0,4.594991722811457
 Ingreso mediano,MIC,1963.0,2.290408487902468
Myanmar,MMR,1963.0,6.415350775506539
Mauritania,MRT,1963.0,-4.710569717695236
Malawi,MWI,1963.0,-3.783674995926063
Malasia,MYS,1963.0,4.146771074317556
América del Norte,NAC,1963.0,2.8668330087235745
Níger,NER,1963.0,6.232746180548631
Nigeria,NGA,1963.0,6.30652788991965
Nicaragua,NIC,1963.0,7.545207586834522
Países Bajos,NLD,1963.0,2.236631336866182
Noruega,NOR,1963.0,3.0032593174179567
Nepal,NPL,1963.0,-0.10826705498477907
Miembros OCDE,OED,1963.0,3.915636488019004
Pakistán,PAK,1963.0,6.125674926997732
Panamá,PAN,1963.0,5.284386198643958
Perú,PER,1963.0,1.3186556866558163
Filipinas,PHL,1963.0,4.059425547018549
Papua Nueva Guinea,PNG,1963.0,1.7918653309029224
previa al dividendo demográfico,PRE,1963.0,3.1421069866599964
Puerto Rico,PRI,1963.0,6.299405803081882
Portugal,PRT,1963.0,5.44729290567625
Paraguay,PRY,1963.0,2.142376173516041
posterior al dividendo demográfico,PST,1963.0,4.06313760112937
Rwanda,RWA,1963.0,-11.775519588443757
Asia meridional,SAS,1963.0,2.790312157156194
Sudán,SDN,1963.0,-5.387232992940341
Senegal,SEN,1963.0,-0.9647336517940204
Singapur,SGP,1963.0,7.2937667591422155
Sierra Leona,SLE,1963.0,-0.13735445284025616
Somalia,SOM,1963.0,0.1793016651406134
África al sur del Sahara (excluido altos ingresos),SSA,1963.0,3.496241908901993
África al sur del Sahara,SSF,1963.0,3.4985068156988746
Suriname,SUR,1963.0,1.7048948997074405
Suecia,SWE,1963.0,4.7359398750704855
Seychelles,SYC,1963.0,7.370998439118836
República Árabe Siria,SYR,1963.0,-11.373115021514892
Chad,TCD,1963.0,-3.501505253019232
Asia oriental y el Pacífico (BIRF y la AIF),TEA,1963.0,3.727478100950947
Togo,TGO,1963.0,3.194617811251959
Tailandia,THA,1963.0,4.765302677719845
América Latina y el Caribe (BIRF y la AIF),TLA,1963.0,-0.9940847560045114
Asia meridional (BIRF y la AIF),TSA,1963.0,2.790312157156194
África al sur del Sahara (BIRF y la AIF),TSS,1963.0,3.4985068156988746
Trinidad y Tobago,TTO,1963.0,3.70593139044027
Turquía,TUR,1963.0,6.16218562932842
Ingreso mediano alto,UMC,1963.0,1.0527776940284923
Uruguay,URY,1963.0,-0.9941513912577591
Estados Unidos,USA,1963.0,2.908271948087531
San Vicente y las Granadinas,VCT,1963.0,-7.8040006402954845
Venezuela,VEN,1963.0,0.3931749277352452
Mundo,WLD,1963.0,2.9915083836576315
Sudáfrica,ZAF,1963.0,4.16549817661469
Zambia,ZMB,1963.0,0.02336053451688258
Zimbabwe,ZWE,1963.0,2.9854272395916723
,AFE,1964.0,1.7240209604348706
,AFW,1964.0,3.1302314152464135
Argentina,ARG,1964.0,8.382751476704328
Australia,AUS,1964.0,4.9011972273846425
Austria,AUT,1964.0,5.419336014151725
Burundi,BDI,1964.0,3.29186368082226
Bélgica,BEL,1964.0,5.949139356305295
Benin,BEN,1964.0,4.762979388575573
Burkina Faso,BFA,1964.0,0.7224156942280189
Bangladesh,BGD,1964.0,7.668926369034352
Bahamas,BHS,1964.0,5.60807992131565
Belice,BLZ,1964.0,1.9975840870107646
Bermudas,BMU,1964.0,8.383374233969576
Bolivia,BOL,1964.0,1.7961057126675968
Brasil,BRA,1964.0,0.4496441854380464
Botswana,BWA,1964.0,4.318025260526653
República Centroafricana,CAF,1964.0,0.08119565335751133
Canadá,CAN,1964.0,4.650755481802648
Chile,CHL,1964.0,0.5927806296394067
China,CHN,1964.0,15.468995418830772
Côte d'Ivoire,CIV,1964.0,13.124656763793354
Camerún,CMR,1964.0,1.1487055765622642
"Congo, República Democrática del",COD,1964.0,-5.01557985949735
"Congo, República del",COG,1964.0,1.0169487709378586
Colombia,COL,1964.0,3.002248834649251
Costa Rica,CRI,1964.0,0.18200095239460268
Estados pequeos del Caribe,CSS,1964.0,6.8710548171907675
Dinamarca,DNK,1964.0,8.40011926479724
República Dominicana,DOM,1964.0,3.4496544026318787
Argelia,DZA,1964.0,4.0175195114873645
Asia oriental y el Pacífico (excluido altos ingresos),EAP,1964.0,8.237881761579374
inicial del dividendo demográfico,EAR,1964.0,5.350147647358128
Asia oriental y el Pacífico,EAS,1964.0,8.026849173144626
Ecuador,ECU,1964.0,4.320745591128826
"Egipto, República Árabe de",EGY,1964.0,8.608309336503211
España,ESP,1964.0,4.267245416581318
Finlandia,FIN,1964.0,4.6548528257138315
Fiji,FJI,1964.0,1.6912014052485205
Francia,FRA,1964.0,5.461453725890948
Gabón,GAB,1964.0,3.152595391242457
Reino Unido,GBR,1964.0,4.8496449270400035
Ghana,GHA,1964.0,-0.22481080650898377
Grecia,GRC,1964.0,9.013661856997302
Guatemala,GTM,1964.0,1.6489603465930145
Guyana,GUY,1964.0,8.689205959011389
Ingreso alto,HIC,1964.0,5.065904673858384
"Hong Kong, Región Administrativa Especial",HKG,1964.0,6.033814259505775
Honduras,HND,1964.0,2.4009379748961948
Países pobres muy endeudados (PPME),HPC,1964.0,0.40898074025530207
Haití,HTI,1964.0,-3.3838308938127
Sólo BIRF,IBD,1964.0,5.54274372390951
BIRF y la AIF,IBT,1964.0,5.018284749189391
total de la AIF,IDA,1964.0,2.231719725291498
mezcla de la AIF,IDB,1964.0,2.5228191224766903
Indonesia,IDN,1964.0,0.6837123097911331
Sólo AIF,IDX,1964.0,1.988899530773395
India,IND,1964.0,5.008485431516291
"Irán, República Islámica del",IRN,1964.0,5.352003961060575
Islandia,ISL,1964.0,7.9797449818818365
Israel,ISR,1964.0,3.750537255998651
Italia,ITA,1964.0,1.9555327096808242
Japón,JPN,1964.0,10.52079209141661
Kenya,KEN,1964.0,0.9017260896464734
"Corea, República de",KOR,1964.0,6.647769517641208
América Latina y el Caribe (excluido altos ingresos),LAC,1964.0,4.575395062935968
América Latina y el Caribe,LCN,1964.0,4.2958408031776685
Sri Lanka,LKA,1964.0,1.4321900695746308
Países de ingreso mediano bajo,LMC,1964.0,4.4155077348383145
Ingreso mediano y bajo,LMY,1964.0,5.142038812458111
Lesotho,LSO,1964.0,4.99702500710697
avanzada del dividendo demográfico,LTE,1964.0,5.186647957812511
Luxemburgo,LUX,1964.0,6.664577025913161
Madagascar,MDG,1964.0,1.2707320446653938
México,MEX,1964.0,8.245786587554775
 Ingreso mediano,MIC,1964.0,5.438207130931019
Myanmar,MMR,1964.0,0.8355631947942328
Mauritania,MRT,1964.0,24.077314463871375
Malawi,MWI,1964.0,0.17242705485000442
Malasia,MYS,1964.0,2.299580229509118
América del Norte,NAC,1964.0,4.295485499085785
Níger,NER,1964.0,-2.776264158332424
Nigeria,NGA,1964.0,2.729815775271277
Nicaragua,NIC,1964.0,8.338804627820636
Países Bajos,NLD,1964.0,6.836068175039173
Noruega,NOR,1964.0,4.2193936992634065
Nepal,NPL,1964.0,5.381353729545538
Miembros OCDE,OED,1964.0,5.013016105143151
Pakistán,PAK,1964.0,4.957697612470739
Panamá,PAN,1964.0,1.2950457174156043
Perú,PER,1964.0,3.4783790134538037
Filipinas,PHL,1964.0,0.5744641128178785
Papua Nueva Guinea,PNG,1964.0,6.265181387705425
previa al dividendo demográfico,PRE,1964.0,1.3986436386498724
Puerto Rico,PRI,1964.0,4.9844817177720415
Portugal,PRT,1964.0,6.251799366154387
Paraguay,PRY,1964.0,1.6480860334136622
posterior al dividendo demográfico,PST,1964.0,5.1476575880829785
Rwanda,RWA,1964.0,-14.404949155888346
Asia meridional,SAS,1964.0,5.234961939024004
Sudán,SDN,1964.0,-3.8432040887701646
Senegal,SEN,1964.0,0.988749355079463
Singapur,SGP,1964.0,-5.555053670703472
Sierra Leona,SLE,1964.0,4.703307753151265
Somalia,SOM,1964.0,-8.511834870912764
África al sur del Sahara (excluido altos ingresos),SSA,1964.0,2.33984404054371
África al sur del Sahara,SSF,1964.0,2.3404116603338707
Suriname,SUR,1964.0,2.7395774241356037
Suecia,SWE,1964.0,6.0260591278464375
Seychelles,SYC,1964.0,3.2988186585768204
República Árabe Siria,SYR,1964.0,5.961391489664663
Chad,TCD,1964.0,-4.390870635642827
Asia oriental y el Pacífico (BIRF y la AIF),TEA,1964.0,8.238532969150555
Togo,TGO,1964.0,11.967928788340984
Tailandia,THA,1964.0,3.6294768627301153
América Latina y el Caribe (BIRF y la AIF),TLA,1964.0,4.2527954775417385
Asia meridional (BIRF y la AIF),TSA,1964.0,5.234961939024004
África al sur del Sahara (BIRF y la AIF),TSS,1964.0,2.340411660333899
Trinidad y Tobago,TTO,1964.0,5.775656820760673
Turquía,TUR,1964.0,2.754978860593127
Ingreso mediano alto,UMC,1964.0,5.953558701750367
Uruguay,URY,1964.0,1.303484049704437
Estados Unidos,USA,1964.0,4.340548963202991
San Vicente y las Granadinas,VCT,1964.0,2.0407663775335436
Venezuela,VEN,1964.0,7.436865734867169
Mundo,WLD,1964.0,4.36768523674354
Sudáfrica,ZAF,1964.0,4.685237419632998
Zambia,ZMB,1964.0,8.686085864545447
Zimbabwe,ZWE,1964.0,-4.143905783335711
,AFE,1965.0,2.4362152789016136
,AFW,1965.0,1.7987605647330014
Argentina,ARG,1965.0,8.838850212103594
Australia,AUS,1965.0,3.9237399090211227
Austria,AUT,1965.0,2.810012785615527
Burundi,BDI,1965.0,1.1359909579916803
Bélgica,BEL,1965.0,2.6244446611205063
Benin,BEN,1965.0,3.3609014099792915
Burkina Faso,BFA,1965.0,2.1185732135168536
Bangladesh,BGD,1965.0,-1.3910209782758756
Bahamas,BHS,1965.0,5.802707708879467
Belice,BLZ,1965.0,1.8618345897030792
Bermudas,BMU,1965.0,2.250778443492109
Bolivia,BOL,1965.0,2.7201183005107055
Brasil,BRA,1965.0,-0.4569000519440465
Botswana,BWA,1965.0,4.201472511671781
República Centroafricana,CAF,1965.0,-1.0983177502115922
Canadá,CAN,1965.0,4.40951831705128
Chile,CHL,1965.0,-0.9564049625608675
China,CHN,1965.0,14.197889011606705
Côte d'Ivoire,CIV,1965.0,-6.808570979442635
Camerún,CMR,1965.0,-0.374427049787343
"Congo, República Democrática del",COD,1965.0,-1.7386502676580022
"Congo, República del",COG,1965.0,0.8305881442803411
Colombia,COL,1965.0,0.5612508670158007
Costa Rica,CRI,1965.0,4.675275098222258
Estados pequeos del Caribe,CSS,1965.0,4.474224562263032
Dinamarca,DNK,1965.0,3.7436848678654684
República Dominicana,DOM,1965.0,-15.115017004997895
Argelia,DZA,1965.0,4.472787558505303
Asia oriental y el Pacífico (excluido altos ingresos),EAP,1965.0,8.007570632031076
inicial del dividendo demográfico,EAR,1965.0,2.894974045162286
Asia oriental y el Pacífico,EAS,1965.0,4.536135123466806
Ecuador,ECU,1965.0,0.29394345346909745
"Egipto, República Árabe de",EGY,1965.0,2.2184787363398186
España,ESP,1965.0,5.10563214429294
Finlandia,FIN,1965.0,4.952389127268788
Fiji,FJI,1965.0,-5.562353304660348
Francia,FRA,1965.0,3.693884357094504
Gabón,GAB,1965.0,6.808851652515457
Reino Unido,GBR,1965.0,1.4880484829072458
Ghana,GHA,1965.0,-1.059513364627307
Grecia,GRC,1965.0,10.251061435944564
Guatemala,GTM,1965.0,1.4289424270346416
Guyana,GUY,1965.0,8.118391018163692
Ingreso alto,HIC,1965.0,4.263129005509384
"Hong Kong, Región Administrativa Especial",HKG,1965.0,11.669310905440213
